种子ID,星区数量,磁石总数,蓝巨星总数,0型恒星总数
63484380,64,3,0,2
64215027,64,3,0,3
67255521,64,3,0,2
76391533,64,3,0,3
78345564,64,3,0,2
78543399,64,3,2,4
78630989,64,3,0,1
80701467,64,3,1,2
85547807,64,3,1,6
89359972,64,3,1,3
92290273,64,3,1,3
93200235,64,3,1,2
98423413,64,3,0,3
737544,32,2,1,1
2029179,32,2,1,1
4010372,32,2,1,2
10198052,32,2,0,2
11969826,32,2,0,1
13107136,32,2,0,1
15490431,32,2,0,2
16553708,32,2,0,1
18124809,32,2,0,1
18586107,32,2,0,3
20444476,32,2,1,3
21761547,32,2,0,2
22297992,32,2,1,3
22665573,32,2,0,3
22918307,32,2,0,3
23256140,32,2,1,2
24859553,32,2,1,1
25637482,32,2,1,1
27680522,32,2,0,2
30402254,32,2,0,1
32375831,32,2,1,1
32394690,32,2,0,1
34342585,32,2,2,2
34984724,32,2,1,1
36180262,32,2,1,2
39280410,32,2,0,1
45647577,32,2,1,2
46027360,32,2,0,2
47499811,32,2,0,3
48420674,32,2,2,2
49400493,32,2,1,1
57298696,32,2,0,2
57542442,32,2,1,1
57635174,32,2,0,2
58813059,32,2,0,2
59705951,32,2,0,1
60597851,32,2,0,3
60765397,32,2,1,1
61814547,32,2,0,2
62711899,32,2,1,1
63041034,32,2,0,2
65551412,32,2,1,2
65805112,32,2,0,2
67573082,32,2,1,1
70858251,32,2,0,2
74180477,32,2,0,1
75366520,32,2,0,3
76577390,32,2,1,1
78895071,32,2,0,1
81335353,32,2,1,2
81634238,32,2,1,2
82921987,32,2,2,1
87311288,32,2,0,3
87463358,32,2,0,2
88748263,32,2,0,2
92823425,32,2,0,1
93001263,32,2,1,2
94721202,32,2,0,1
95989470,32,2,1,2
96304920,32,2,0,1
97483491,32,2,2,2
99072113,32,2,0,2
99727043,32,2,0,1
440952,33,2,1,1
3814117,33,2,0,1
5586808,33,2,2,1
5659435,33,2,1,2
5971063,33,2,1,2
9656054,33,2,1,1
12626004,33,2,0,2
13749637,33,2,0,2
14113168,33,2,0,1
16915889,33,2,1,2
19605989,33,2,0,2
20145228,33,2,0,1
20333414,33,2,1,1
22166696,33,2,0,1
22297992,33,2,1,3
22475911,33,2,0,2
22752652,33,2,1,2
23904098,33,2,1,2
24739239,33,2,0,2
24762142,33,2,1,2
25455897,33,2,0,2
29454720,33,2,1,1
31750303,33,2,0,2
32494440,33,2,0,1
36180262,33,2,1,2
37095612,33,2,1,2
37127784,33,2,0,2
37895931,33,2,0,1
41202471,33,2,0,1
41210596,33,2,0,2
42693288,33,2,0,1
47281265,33,2,1,1
48420674,33,2,2,2
48909798,33,2,1,1
49120450,33,2,0,1
51855432,33,2,1,1
52540211,33,2,0,1
53388931,33,2,1,1
53466985,33,2,0,1
54484830,33,2,1,1
58401787,33,2,0,1
58813059,33,2,0,2
59165186,33,2,0,2
60521882,33,2,0,1
67821682,33,2,0,2
67834537,33,2,1,1
69274751,33,2,0,3
69635645,33,2,0,2
70907354,33,2,1,2
72040764,33,2,0,1
73139106,33,2,0,2
73415157,33,2,0,2
74448742,33,2,1,1
75713116,33,2,0,2
76776956,33,2,1,2
80584377,33,2,1,1
81111759,33,2,0,2
82813242,33,2,0,1
85569427,33,2,0,2
88658269,33,2,1,1
89791888,33,2,0,1
90467974,33,2,1,1
91955634,33,2,0,1
95380401,33,2,1,1
95599473,33,2,0,2
95673648,33,2,0,1
97697985,33,2,0,3
692775,34,2,0,2
4943485,34,2,1,2
7112472,34,2,0,3
8493822,34,2,0,2
11020613,34,2,0,2
12660021,34,2,1,1
14794795,34,2,1,1
17752569,34,2,0,1
20115067,34,2,1,1
21796940,34,2,1,1
22287564,34,2,0,1
22297992,34,2,0,2
22766002,34,2,1,1
23608757,34,2,0,1
36180262,34,2,1,2
37563866,34,2,0,2
38234787,34,2,2,1
41944982,34,2,1,1
44206716,34,2,0,1
45258030,34,2,1,3
45427474,34,2,0,2
48050613,34,2,0,2
48420674,34,2,2,2
48815599,34,2,1,2
51511970,34,2,2,1
55314346,34,2,0,2
57003075,34,2,2,1
58401787,34,2,0,2
59208253,34,2,1,1
61495489,34,2,1,2
61614917,34,2,1,2
61708285,34,2,0,1
63041034,34,2,0,2
63366660,34,2,0,2
68729653,34,2,1,2
69274751,34,2,0,3
75713116,34,2,0,2
76859004,34,2,1,1
78620673,34,2,1,1
80612521,34,2,1,2
80671967,34,2,1,1
84289812,34,2,1,1
85569110,34,2,0,3
90467974,34,2,0,2
93955980,34,2,0,1
94147915,34,2,2,2
96200895,34,2,1,1
97507402,34,2,0,2
98551166,34,2,2,1
98621983,34,2,0,2
98851423,34,2,1,1
207101,35,2,0,2
1493096,35,2,0,2
4150175,35,2,0,1
7876454,35,2,0,2
9310945,35,2,0,1
10355934,35,2,0,1
10896195,35,2,1,2
14148816,35,2,0,2
14593429,35,2,1,2
16252633,35,2,0,2
17174384,35,2,0,1
17918002,35,2,1,2
18092855,35,2,2,3
18265029,35,2,1,2
18967998,35,2,1,1
20780689,35,2,1,2
23212016,35,2,0,2
23887866,35,2,0,1
28054466,35,2,0,2
30973997,35,2,0,2
31481043,35,2,0,1
34147087,35,2,0,1
38145738,35,2,1,2
38234787,35,2,2,2
39516510,35,2,1,1
40254566,35,2,0,3
43573558,35,2,1,2
45261287,35,2,0,1
45436571,35,2,0,1
46157368,35,2,0,3
48420674,35,2,2,2
52603039,35,2,0,2
53624227,35,2,1,1
56831069,35,2,1,3
57295647,35,2,0,3
59128587,35,2,0,2
60597851,35,2,0,2
60637878,35,2,2,1
61614917,35,2,1,2
63041034,35,2,0,2
64089886,35,2,0,1
65551412,35,2,2,2
66245301,35,2,1,1
66985512,35,2,1,1
69274751,35,2,1,4
72930490,35,2,1,3
73905107,35,2,0,2
75029471,35,2,0,1
76230415,35,2,1,2
80952840,35,2,0,1
81089776,35,2,1,2
85608263,35,2,0,1
90984105,35,2,1,2
93673943,35,2,1,1
93755024,35,2,1,1
94799032,35,2,0,1
98181500,35,2,1,2
98215393,35,2,2,1
98881197,35,2,1,2
1285696,36,2,0,1
2619500,36,2,1,2
3197002,36,2,1,3
4779676,36,2,1,2
5090146,36,2,0,3
5615479,36,2,1,1
6579128,36,2,0,2
8574541,36,2,1,1
10896195,36,2,0,2
14148816,36,2,0,2
16514828,36,2,0,1
18131470,36,2,1,1
18265029,36,2,0,3
20276668,36,2,0,2
26881994,36,2,1,1
28157000,36,2,0,2
28353815,36,2,2,2
28925793,36,2,0,1
39878752,36,2,0,3
43635029,36,2,0,3
44110873,36,2,0,2
46659722,36,2,0,2
47281265,36,2,0,2
48420674,36,2,0,2
50989859,36,2,1,1
51230885,36,2,0,1
54524072,36,2,2,2
54628939,36,2,0,1
56831069,36,2,0,3
57295647,36,2,1,4
65967282,36,2,0,3
79709790,36,2,1,3
83092660,36,2,1,1
85206902,36,2,0,2
86834199,36,2,1,1
90984105,36,2,1,2
94994623,36,2,0,3
98881197,36,2,1,2
930415,37,2,1,2
4193489,37,2,0,2
5615479,37,2,1,2
6720880,37,2,0,2
11691594,37,2,1,2
14148816,37,2,0,2
18504236,37,2,1,2
18794637,37,2,0,1
21612014,37,2,0,1
25690023,37,2,0,1
26660883,37,2,0,1
26834130,37,2,0,3
28139517,37,2,0,1
31102268,37,2,0,2
36422556,37,2,0,2
40268351,37,2,0,1
40564214,37,2,1,1
42631698,37,2,1,1
43003892,37,2,1,1
43491277,37,2,1,2
48379755,37,2,0,2
49289114,37,2,1,1
55460960,37,2,0,2
56831069,37,2,0,4
57298696,37,2,0,2
68587321,37,2,0,2
71164308,37,2,0,1
74586286,37,2,1,1
75591895,37,2,0,2
77191967,37,2,0,2
78718651,37,2,0,2
86047897,37,2,0,1
87986716,37,2,0,1
88369215,37,2,0,3
93270386,37,2,2,2
96376430,37,2,0,2
98081550,37,2,0,1
98348490,37,2,0,2
98881197,37,2,1,2
275741,38,2,0,2
3213698,38,2,1,1
3357646,38,2,0,1
4193489,38,2,0,2
4481740,38,2,0,2
6720880,38,2,0,2
8395668,38,2,0,3
8477036,38,2,0,2
13845478,38,2,0,2
14148816,38,2,0,2
14436876,38,2,0,1
18254827,38,2,2,2
18794637,38,2,1,2
24412273,38,2,0,2
33582980,38,2,1,1
41559618,38,2,1,2
47146594,38,2,0,2
47873714,38,2,0,1
48379755,38,2,1,2
50221028,38,2,1,2
51637258,38,2,0,2
54086650,38,2,1,1
55758724,38,2,1,3
56831069,38,2,0,3
57384060,38,2,0,2
58708649,38,2,0,1
61614917,38,2,1,3
61714303,38,2,0,1
69463406,38,2,0,1
70201608,38,2,1,1
71028397,38,2,0,2
75744426,38,2,1,1
75968151,38,2,1,1
77509891,38,2,1,1
80900760,38,2,0,1
81583240,38,2,0,1
81698717,38,2,0,1
86318020,38,2,1,1
91392397,38,2,2,2
91981506,38,2,0,1
93296473,38,2,0,3
93873365,38,2,1,1
95134586,38,2,1,2
98517749,38,2,1,1
69442,39,2,0,2
3209811,39,2,1,1
3522469,39,2,0,2
3602979,39,2,0,2
8138491,39,2,1,2
8401650,39,2,0,2
11497795,39,2,1,1
11906657,39,2,1,3
14148816,39,2,0,2
16563075,39,2,0,2
18586848,39,2,0,1
22364868,39,2,1,3
26185746,39,2,1,2
27564405,39,2,0,2
30015350,39,2,0,3
32055004,39,2,1,3
35074614,39,2,1,1
46925973,39,2,1,2
47534122,39,2,1,2
48420674,39,2,0,2
51450864,39,2,1,3
54681454,39,2,0,1
56831069,39,2,0,3
57384060,39,2,0,3
65081798,39,2,1,1
65399479,39,2,2,2
68239238,39,2,0,1
70615016,39,2,0,2
71748963,39,2,1,1
73460483,39,2,1,2
76337063,39,2,0,2
77078396,39,2,1,3
85206902,39,2,0,2
87729654,39,2,1,2
88288828,39,2,0,2
89075732,39,2,0,2
91198099,39,2,1,1
94647430,39,2,0,2
96652729,39,2,1,1
3552370,40,2,1,2
4653692,40,2,0,2
10534998,40,2,0,2
13344940,40,2,0,2
14148816,40,2,2,2
16554412,40,2,0,2
18836216,40,2,0,2
20858090,40,2,2,2
20937402,40,2,0,2
26185746,40,2,1,2
28946485,40,2,1,2
35326267,40,2,0,1
40632998,40,2,1,2
42419460,40,2,1,3
46115239,40,2,0,2
48420674,40,2,0,2
56831069,40,2,1,3
57384060,40,2,1,3
58173321,40,2,1,2
59052433,40,2,1,2
61437774,40,2,0,2
64108679,40,2,0,2
65399479,40,2,1,2
65894031,40,2,1,1
85206902,40,2,0,2
87729654,40,2,0,3
90620426,40,2,0,2
95644962,40,2,1,2
96196635,40,2,0,2
99796679,40,2,0,2
1178758,41,2,0,2
5954569,41,2,1,2
9651176,41,2,0,1
10896195,41,2,1,2
10921606,41,2,0,1
12517201,41,2,0,3
20858090,41,2,2,2
26185746,41,2,1,2
27363462,41,2,1,2
28946485,41,2,2,3
34581114,41,2,0,3
34843656,41,2,1,1
37411389,41,2,0,2
40871250,41,2,0,1
46115239,41,2,0,2
47579316,41,2,0,1
53921831,41,2,0,1
58173321,41,2,1,3
59046199,41,2,0,2
60084432,41,2,0,1
61325828,41,2,2,2
62460558,41,2,0,5
64634996,41,2,1,1
65067280,41,2,1,2
75453599,41,2,0,1
84045302,41,2,0,4
85374757,41,2,0,1
94433846,41,2,0,1
99297852,41,2,2,1
1583694,42,2,0,1
2933619,42,2,1,3
5954569,42,2,1,2
8401650,42,2,0,2
11634623,42,2,0,3
14321086,42,2,0,2
20858090,42,2,2,2
22475911,42,2,0,2
23068903,42,2,1,1
24967092,42,2,1,1
31320798,42,2,0,2
34581114,42,2,0,3
35794181,42,2,0,1
37411389,42,2,0,2
46115239,42,2,0,2
46925973,42,2,1,2
52678064,42,2,1,3
57238198,42,2,1,1
60084432,42,2,0,1
65956232,42,2,0,1
79597562,42,2,1,3
82227963,42,2,0,1
83078878,42,2,0,4
96820528,42,2,0,2
98645362,42,2,0,3
99265683,42,2,1,1
99807282,42,2,0,1
2538535,43,2,0,1
10301911,43,2,1,1
12512970,43,2,0,1
13290814,43,2,0,1
14992340,43,2,1,2
18993569,43,2,0,1
20858090,43,2,2,2
22717705,43,2,0,1
22992308,43,2,1,1
29569026,43,2,1,2
33071834,43,2,1,2
33096145,43,2,2,2
34256476,43,2,1,1
35366776,43,2,1,2
36451159,43,2,0,1
37353964,43,2,0,1
38626644,43,2,1,3
42819795,43,2,0,2
43699874,43,2,0,2
46115239,43,2,0,2
49857731,43,2,1,2
57037629,43,2,1,1
59161123,43,2,2,3
60194391,43,2,1,3
60644451,43,2,2,2
60963995,43,2,0,2
61933031,43,2,0,2
66277296,43,2,0,2
67626288,43,2,1,2
71918444,43,2,0,1
77793970,43,2,1,3
78270562,43,2,0,1
82335091,43,2,1,2
83078878,43,2,0,4
83092660,43,2,1,2
87729654,43,2,0,2
87736874,43,2,0,2
93933212,43,2,1,2
95134586,43,2,0,2
96820528,43,2,0,2
98645362,43,2,0,2
99842206,43,2,1,3
1771156,44,2,0,1
7363891,44,2,0,1
9509804,44,2,1,3
10301911,44,2,0,2
13029819,44,2,1,2
15338838,44,2,1,1
18413676,44,2,2,2
22187591,44,2,0,1
25097279,44,2,0,2
44951346,44,2,1,2
48332872,44,2,1,2
48850823,44,2,0,2
52037188,44,2,1,2
52762137,44,2,0,2
65410172,44,2,1,2
66199481,44,2,0,4
66277296,44,2,0,3
73178375,44,2,0,2
81737337,44,2,0,1
83092660,44,2,2,2
85350673,44,2,1,1
97697985,44,2,1,2
12707209,45,2,1,2
15361259,45,2,1,3
15509401,45,2,0,2
21039704,45,2,1,5
41297148,45,2,0,1
46094462,45,2,2,2
47171235,45,2,0,2
47499811,45,2,0,4
48332872,45,2,1,2
48420674,45,2,0,2
52757277,45,2,1,3
56604932,45,2,0,2
61325828,45,2,0,3
62133402,45,2,1,2
63335190,45,2,0,2
73084879,45,2,1,3
75902689,45,2,1,2
77321024,45,2,1,3
79597562,45,2,0,4
83309254,45,2,2,2
84045302,45,2,0,3
88452131,45,2,0,3
92310100,45,2,1,2
93039671,45,2,1,2
97581215,45,2,0,1
97697985,45,2,1,3
8158922,46,2,1,3
9099914,46,2,1,2
11336694,46,2,0,1
14115557,46,2,1,1
22647048,46,2,0,1
26013284,46,2,0,2
32088191,46,2,0,2
32770008,46,2,1,2
34816684,46,2,0,2
35198992,46,2,0,1
37283943,46,2,1,3
48332872,46,2,1,2
50380318,46,2,0,1
53763852,46,2,1,2
59093090,46,2,0,1
59161123,46,2,1,5
61325828,46,2,0,3
73049201,46,2,1,1
77321024,46,2,0,2
82985353,46,2,1,1
84492945,46,2,1,2
92046278,46,2,0,3
93385317,46,2,0,2
97697985,46,2,1,3
98157269,46,2,0,1
1617337,47,2,0,1
6296072,47,2,1,3
16420630,47,2,0,2
17221900,47,2,0,2
19522147,47,2,1,2
19623054,47,2,1,2
29274563,47,2,1,4
32802388,47,2,0,3
37961624,47,2,0,1
44099112,47,2,0,3
45222569,47,2,1,2
45541754,47,2,0,1
48332872,47,2,1,2
58401566,47,2,1,1
63471206,47,2,1,2
64378388,47,2,1,2
68330735,47,2,0,1
77321024,47,2,0,2
80606942,47,2,0,3
87708504,47,2,0,1
89828373,47,2,1,2
96951007,47,2,2,2
98512488,47,2,0,1
2224771,48,2,0,2
12525672,48,2,0,2
19216109,48,2,0,3
19522147,48,2,1,2
21572793,48,2,0,3
24110530,48,2,0,2
27055825,48,2,0,2
29172321,48,2,0,2
36990133,48,2,0,3
45541754,48,2,0,2
48379755,48,2,0,3
49528937,48,2,0,2
65159263,48,2,0,3
67322705,48,2,0,3
68593041,48,2,0,2
90728688,48,2,1,3
92319773,48,2,0,2
93615588,48,2,0,1
94660374,48,2,1,2
2224771,49,2,0,2
2885403,49,2,0,1
16082562,49,2,1,2
19522147,49,2,1,2
35623705,49,2,1,1
45541754,49,2,0,2
47912629,49,2,1,2
63335190,49,2,2,2
64550740,49,2,0,4
67244093,49,2,1,3
67666938,49,2,2,3
74711787,49,2,2,1
77558328,49,2,1,1
77766491,49,2,0,3
80892369,49,2,0,2
84753721,49,2,0,4
88010056,49,2,1,3
99130006,49,2,1,2
4176129,50,2,2,2
8164590,50,2,1,1
10109801,50,2,0,3
11512130,50,2,0,3
12541205,50,2,2,1
13989814,50,2,0,1
15954229,50,2,1,2
18872627,50,2,0,1
29274563,50,2,0,3
30552788,50,2,0,3
33008678,50,2,0,1
36070393,50,2,0,2
39472313,50,2,1,1
44651337,50,2,0,2
46094462,50,2,0,2
47355146,50,2,1,1
47990759,50,2,1,1
60576707,50,2,0,4
63179514,50,2,1,3
69714599,50,2,0,2
71908133,50,2,1,3
75633371,50,2,0,3
84513145,50,2,0,2
88452131,50,2,1,4
91748186,50,2,0,1
93039671,50,2,0,2
99130006,50,2,0,2
9732122,51,2,0,3
11602580,51,2,0,2
14011975,51,2,0,3
19216109,51,2,1,4
30790892,51,2,1,2
41653332,51,2,0,3
43404290,51,2,1,1
44336750,51,2,0,1
44482664,51,2,0,2
46094462,51,2,1,3
48870773,51,2,0,2
51818968,51,2,2,2
80606942,51,2,0,2
82712593,51,2,1,2
83603595,51,2,2,2
87545702,51,2,1,2
88046528,51,2,0,1
88452131,51,2,1,5
90621249,51,2,1,1
99130006,51,2,0,2
1869052,52,2,0,2
18301956,52,2,0,2
19534642,52,2,0,5
20365228,52,2,1,4
28027864,52,2,1,1
28105005,52,2,1,4
30112905,52,2,0,2
36634027,52,2,2,4
41653332,52,2,1,3
43618774,52,2,1,2
46732113,52,2,0,2
63007441,52,2,1,1
63029074,52,2,1,2
65639533,52,2,1,2
68478376,52,2,2,1
75728072,52,2,1,2
79527853,52,2,1,2
80606942,52,2,0,2
80892369,52,2,0,2
83008720,52,2,1,1
89337926,52,2,1,2
90621249,52,2,1,2
95806880,52,2,1,2
99130006,52,2,0,2
99332442,52,2,0,3
34804162,53,2,1,2
38475993,53,2,0,1
42733220,53,2,0,1
50333266,53,2,1,3
51048672,53,2,1,2
51110031,53,2,1,2
55340210,53,2,0,2
65639533,53,2,1,2
67972841,53,2,1,2
69859677,53,2,0,1
81474166,53,2,0,2
82566793,53,2,2,3
82798382,53,2,0,2
94314138,53,2,2,1
99130006,53,2,0,2
15557525,54,2,1,3
16390654,54,2,0,3
17024615,54,2,1,2
34035965,54,2,0,1
37140762,54,2,1,3
40638801,54,2,1,3
50333266,54,2,1,3
54359463,54,2,1,2
55217188,54,2,0,1
56991928,54,2,2,4
60896776,54,2,0,2
67244093,54,2,0,2
67435847,54,2,1,2
72089898,54,2,0,3
78779467,54,2,0,1
81224276,54,2,0,1
95752051,54,2,0,2
96200285,54,2,1,2
96951007,54,2,1,4
11602580,55,2,2,4
14826656,55,2,0,2
15557525,55,2,1,3
15954229,55,2,1,2
17555969,55,2,0,2
28002917,55,2,0,2
40094905,55,2,0,1
46524298,55,2,0,2
65608917,55,2,3,2
66779502,55,2,1,3
67435847,55,2,0,2
70644303,55,2,1,3
72089898,55,2,0,3
75968167,55,2,0,1
78926907,55,2,0,2
95752051,55,2,0,2
1869052,56,2,0,2
3741519,56,2,2,2
4698943,56,2,0,2
4982975,56,2,1,3
7433286,56,2,0,2
13658572,56,2,1,3
17655617,56,2,1,2
20952144,56,2,0,2
26870137,56,2,1,4
32322478,56,2,0,3
34804162,56,2,1,2
46094462,56,2,0,2
47985156,56,2,1,4
51471168,56,2,0,4
59179054,56,2,1,1
67409149,56,2,0,2
67435847,56,2,0,2
69074904,56,2,0,3
70420392,56,2,1,4
72089898,56,2,0,3
90792660,56,2,0,3
3741519,57,2,1,2
4471216,57,2,0,3
16812174,57,2,1,3
28167559,57,2,1,3
40018790,57,2,2,2
45206116,57,2,1,1
46632515,57,2,0,1
51471168,57,2,0,3
55980122,57,2,2,2
59289141,57,2,0,3
67435847,57,2,1,2
69074904,57,2,0,2
77850188,57,2,0,1
85162460,57,2,1,4
94079813,57,2,0,3
97479055,57,2,0,2
98428808,57,2,1,2
3654188,58,2,1,2
3741519,58,2,1,2
4471216,58,2,0,3
6384172,58,2,0,4
6483918,58,2,0,3
15916469,58,2,1,4
16453237,58,2,0,4
17813923,58,2,0,4
19286501,58,2,0,4
19522147,58,2,0,2
29584964,58,2,0,3
40211766,58,2,1,5
42969531,58,2,0,1
47322911,58,2,1,1
51471168,58,2,0,3
59687339,58,2,0,2
60301571,58,2,2,1
67435847,58,2,1,2
67850811,58,2,0,3
93619346,58,2,0,2
10101258,59,2,1,5
13658572,59,2,1,4
15325654,59,2,0,2
15522495,59,2,1,3
17874255,59,2,1,1
21039704,59,2,1,3
28583472,59,2,1,3
29584964,59,2,0,3
33002116,59,2,0,1
34318082,59,2,1,1
43087642,59,2,0,4
45688333,59,2,1,3
47322911,59,2,1,2
59978693,59,2,0,2
62503406,59,2,1,1
71878407,59,2,0,2
73737355,59,2,1,3
86413165,59,2,1,1
86940158,59,2,1,2
90684376,59,2,0,2
95171711,59,2,0,2
99626253,59,2,1,4
3909986,60,2,0,2
10101258,60,2,1,5
15325654,60,2,0,2
15522495,60,2,1,3
29690665,60,2,2,3
31997798,60,2,0,2
36818085,60,2,1,3
38840599,60,2,1,2
40375722,60,2,1,3
43087642,60,2,0,4
45688333,60,2,1,3
52503465,60,2,2,2
56573178,60,2,0,3
58183686,60,2,1,3
59954576,60,2,1,2
59978693,60,2,0,2
67244093,60,2,1,2
69715276,60,2,0,2
73737355,60,2,1,3
74575749,60,2,0,3
76058185,60,2,0,4
77423856,60,2,1,3
78879816,60,2,0,2
80341049,60,2,1,2
89850657,60,2,0,1
95445770,60,2,0,3
97429928,60,2,0,3
98428808,60,2,1,3
2362467,61,2,0,4
3654188,61,2,0,3
10101258,61,2,1,5
22267888,61,2,0,1
32322478,61,2,0,3
33636166,61,2,0,1
35407194,61,2,1,3
59978693,61,2,1,2
64215027,61,2,1,3
67244093,61,2,1,2
67435847,61,2,1,2
71137175,61,2,0,3
78608987,61,2,2,2
89359972,61,2,0,3
95445770,61,2,0,3
17582232,62,2,0,1
19522147,62,2,0,2
23007277,62,2,1,2
32322478,62,2,1,3
47498221,62,2,0,2
59978693,62,2,1,2
67435847,62,2,0,2
76058185,62,2,0,4
84478198,62,2,2,2
89359972,62,2,1,3
89605174,62,2,1,1
99156997,62,2,1,3
2276365,63,2,1,2
5734119,63,2,1,3
6658488,63,2,1,1
9882062,63,2,1,4
17139324,63,2,0,2
19522147,63,2,0,3
22075728,63,2,0,2
43087642,63,2,2,2
47403574,63,2,2,3
56207528,63,2,0,3
63484380,63,2,0,2
67435847,63,2,0,2
68045191,63,2,0,2
85124791,63,2,2,3
85547807,63,2,1,5
89605174,63,2,1,1
89684701,63,2,2,4
93200235,63,2,1,1
12890917,64,2,1,2
13205504,64,2,1,3
19522147,64,2,0,3
25764430,64,2,0,3
26116469,64,2,0,4
32125849,64,2,1,2
35926386,64,2,0,5
37289614,64,2,0,2
38867290,64,2,0,4
43087642,64,2,2,2
46541881,64,2,1,2
56207528,64,2,0,3
67435847,64,2,0,3
70265365,64,2,1,4
90011556,64,2,0,2
